regime,sigma,seed,b,q_router,q_conf,q_rand,q_oracle,q_allquant,q_allfull,auc
uniform,0.05,5,0.1,0.6884337395676603,0.6880424740467852,0.6874276575898903,0.6967833204377163,0.6532033570445177,1.002227302778688,0.5317119047619048
uniform,0.05,5,0.2,0.7230767293475913,0.722713792504885,0.7233239303037055,0.7370089956958474,0.6532033570445177,1.002227302778688,0.5317119047619048
uniform,0.05,5,0.3,0.7578328694198869,0.7572247258421393,0.7575573804337538,0.7753357182151378,0.6532033570445177,1.002227302778688,0.5317119047619048
uniform,0.05,5,0.5,0.8273393137709748,0.8269455359328224,0.8270526644918597,0.8478858849134764,0.6532033570445177,1.002227302778688,0.5317119047619048
uniform,0.15,1,0.05,0.6649840829988741,0.6651767839958279,0.6646246657457142,0.670342812680754,0.6474733366739592,0.9984698786781101,0.5261369047619048
uniform,0.15,1,0.1,0.6826177121948295,0.6822022297259903,0.6826994910846306,0.6915608637049134,0.6474733366739592,0.9984698786781101,0.5261369047619048
uniform,0.15,1,0.2,0.7178174153220753,0.7177582085143523,0.7173836097871967,0.7318602235886802,0.6474733366739592,0.9984698786781101,0.5261369047619048
uniform,0.15,1,0.3,0.7534152157192942,0.7525449702510073,0.7530437318722275,0.7702414851773817,0.6474733366739592,0.9984698786781101,0.5261369047619048
uniform,0.15,1,0.5,0.8234856825688086,0.8231118463982015,0.8227925773660337,0.8428120011191224,0.6474733366739592,0.9984698786781101,0.5261369047619048
uniform,0.15,2,0.05,0.6681084393636881,0.6677140699737761,0.6683318580457013,0.6732168027366934,0.6503693311005901,1.0012298545250324,0.5195404761904762
uniform,0.15,2,0.1,0.6859669184788446,0.6849843095602721,0.6854282864902853,0.6945156517668969,0.6503693311005901,1.0012298545250324,0.5195404761904762
uniform,0.15,2,0.2,0.7213945406857218,0.7198881635598349,0.721328838281274,0.7348751804032294,0.6503693311005901,1.0012298545250324,0.5195404761904762
uniform,0.15,2,0.3,0.75670127867166,0.7552407226649545,0.7551996552807084,0.7733869905333346,0.6503693311005901,1.0012298545250324,0.5195404761904762
uniform,0.15,2,0.5,0.8264017838363118,0.8253138566153878,0.82643102014138,0.8462036370416417,0.6503693311005901,1.0012298545250324,0.5195404761904762
uniform,0.15,3,0.05,0.668824218855155,0.6692287573327376,0.6687281867193545,0.6744281344028217,0.6515708290393255,1.0015108694330261,0.5317095238095239
uniform,0.15,3,0.1,0.6863118323533823,0.686728170437757,0.6860271485659208,0.6955411494821071,0.6515708290393255,1.0015108694330261,0.5317095238095239
uniform,0.15,3,0.2,0.7218436670300684,0.7216287171162402,0.7217705011421929,0.7356734049159082,0.6515708290393255,1.0015108694330261,0.5317095238095239
uniform,0.15,3,0.3,0.7571387101367407,0.7564323215304721,0.7564217037450001,0.7740773358608136,0.6515708290393255,1.0015108694330261,0.5317095238095239
uniform,0.15,3,0.5,0.8273272801442468,0.8267095917781982,0.8258092346205481,0.8467717159242688,0.6515708290393255,1.0015108694330261,0.5317095238095239
uniform,0.15,4,0.05,0.6692354125427138,0.6695431145917556,0.6693985727532337,0.6745832822879653,0.652088687856282,1.0020685926000885,0.5330916666666666
uniform,0.15,4,0.1,0.686905325243765,0.6872081844986692,0.6866203131585797,0.6955083715286989,0.652088687856282,1.0020685926000885,0.5330916666666666
uniform,0.15,4,0.2,0.7218239748271592,0.7228651592743227,0.72168994255311,0.7355964630387543,0.652088687856282,1.0020685926000885,0.5330916666666666
uniform,0.15,4,0.3,0.7575075157302323,0.7578035219692518,0.7584721450926413,0.7739317623153731,0.652088687856282,1.0020685926000885,0.5330916666666666
uniform,0.15,4,0.5,0.827870671894293,0.8277927837433487,0.8275046382714065,0.8466748896551134,0.652088687856282,1.0020685926000885,0.5330916666666666
uniform,0.15,5,0.05,0.6710911296981733,0.6706664377270696,0.6709330278436856,0.6757000723869541,0.6532033570445177,1.002227302778688,0.5317583333333333
uniform,0.15,5,0.1,0.6885699279893067,0.6878931032811714,0.6874276575898903,0.6967833204377163,0.6532033570445177,1.002227302778688,0.5317583333333333
uniform,0.15,5,0.2,0.7232343476244437,0.7225698724665434,0.7233239303037055,0.7370089956958474,0.6532033570445177,1.002227302778688,0.5317583333333333
uniform,0.15,5,0.3,0.7578215521451049,0.7575410307797454,0.7575573804337538,0.7753357182151378,0.6532033570445177,1.002227302778688,0.5317583333333333
uniform,0.15,5,0.5,0.827946971731882,0.827817805169516,0.8270526644918597,0.8478858849134764,0.6532033570445177,1.002227302778688,0.5317583333333333
uniform,0.3,1,0.05,0.6652398074929482,0.6651301685115076,0.6646246657457142,0.670342812680754,0.6474733366739592,0.9984698786781101,0.522752380952381
