verbosity,ref_density,predict,seed,budget_frac,policy,mean_ctx,peak_ctx,success,demands,nc_peak,ref_frac,n_spans
256,0.25,med,7,0.5,EC,6568.53,9128,1.0,174,18312,0.1307,566
256,0.25,med,7,0.5,EO,6568.53,9128,1.0,174,18312,0.1307,566
256,0.25,med,7,0.75,NC,8861.33,18312,1.0,174,18312,0.1307,566
256,0.25,med,7,0.75,RT,8217.6,13704,0.93678,174,18312,0.1307,566
256,0.25,med,7,0.75,EC,8217.6,13704,1.0,174,18312,0.1307,566
256,0.25,med,7,0.75,EO,8217.6,13704,1.0,174,18312,0.1307,566
256,0.25,high,0,0.25,NC,8387.2,16296,1.0,162,16296,0.1034,503
256,0.25,high,0,0.25,RT,3577.07,4072,0.54321,162,16296,0.1034,503
256,0.25,high,0,0.25,EC,3577.07,4072,0.96296,162,16296,0.1034,503
256,0.25,high,0,0.25,EO,3577.07,4072,1.0,162,16296,0.1034,503
256,0.25,high,0,0.5,NC,8387.2,16296,1.0,162,16296,0.1034,503
256,0.25,high,0,0.5,RT,6044.27,8136,0.75926,162,16296,0.1034,503
256,0.25,high,0,0.5,EC,6044.27,8136,1.0,162,16296,0.1034,503
256,0.25,high,0,0.5,EO,6044.27,8136,1.0,162,16296,0.1034,503
256,0.25,high,0,0.75,NC,8387.2,16296,1.0,162,16296,0.1034,503
256,0.25,high,0,0.75,RT,7728.53,12200,0.93827,162,16296,0.1034,503
256,0.25,high,0,0.75,EC,7728.53,12200,1.0,162,16296,0.1034,503
256,0.25,high,0,0.75,EO,7728.53,12200,1.0,162,16296,0.1034,503
256,0.25,high,1,0.25,NC,6872.53,13480,1.0,160,13480,0.0988,415
256,0.25,high,1,0.25,RT,2882.13,3368,0.4,160,13480,0.0988,415
256,0.25,high,1,0.25,EC,2882.13,3368,1.0,160,13480,0.0988,415
256,0.25,high,1,0.25,EO,2882.13,3368,1.0,160,13480,0.0988,415
256,0.25,high,1,0.5,NC,6872.53,13480,1.0,160,13480,0.0988,415
256,0.25,high,1,0.5,RT,4974.93,6728,0.6625,160,13480,0.0988,415
256,0.25,high,1,0.5,EC,4974.93,6728,1.0,160,13480,0.0988,415
256,0.25,high,1,0.5,EO,4974.93,6728,1.0,160,13480,0.0988,415
256,0.25,high,1,0.75,NC,6872.53,13480,1.0,160,13480,0.0988,415
256,0.25,high,1,0.75,RT,6316.27,10088,0.8375,160,13480,0.0988,415
256,0.25,high,1,0.75,EC,6316.27,10088,1.0,160,13480,0.0988,415
256,0.25,high,1,0.75,EO,6316.27,10088,1.0,160,13480,0.0988,415
256,0.25,high,2,0.25,NC,8117.87,15528,1.0,159,15528,0.1086,479
256,0.25,high,2,0.25,RT,3412.27,3880,0.37107,159,15528,0.1086,479
256,0.25,high,2,0.25,EC,3412.27,3880,0.98742,159,15528,0.1086,479
256,0.25,high,2,0.25,EO,3412.27,3880,1.0,159,15528,0.1086,479
256,0.25,high,2,0.5,NC,8117.87,15528,1.0,159,15528,0.1086,479
256,0.25,high,2,0.5,RT,5902.93,7752,0.69182,159,15528,0.1086,479
256,0.25,high,2,0.5,EC,5902.93,7752,1.0,159,15528,0.1086,479
256,0.25,high,2,0.5,EO,5902.93,7752,1.0,159,15528,0.1086,479
256,0.25,high,2,0.75,NC,8117.87,15528,1.0,159,15528,0.1086,479
256,0.25,high,2,0.75,RT,7526.4,11624,0.89308,159,15528,0.1086,479
256,0.25,high,2,0.75,EC,7526.4,11624,1.0,159,15528,0.1086,479
256,0.25,high,2,0.75,EO,7526.4,11624,1.0,159,15528,0.1086,479
256,0.25,high,3,0.25,NC,7829.87,15464,1.0,154,15464,0.1048,477
256,0.25,high,3,0.25,RT,3333.87,3848,0.49351,154,15464,0.1048,477
256,0.25,high,3,0.25,EC,3333.87,3848,0.98052,154,15464,0.1048,477
256,0.25,high,3,0.25,EO,3333.87,3848,1.0,154,15464,0.1048,477
256,0.25,high,3,0.5,NC,7829.87,15464,1.0,154,15464,0.1048,477
256,0.25,high,3,0.5,RT,5750.4,7720,0.69481,154,15464,0.1048,477
256,0.25,high,3,0.5,EC,5750.4,7720,1.0,154,15464,0.1048,477
256,0.25,high,3,0.5,EO,5750.4,7720,1.0,154,15464,0.1048,477
256,0.25,high,3,0.75,NC,7829.87,15464,1.0,154,15464,0.1048,477
256,0.25,high,3,0.75,RT,7265.6,11592,0.91558,154,15464,0.1048,477
256,0.25,high,3,0.75,EC,7265.6,11592,1.0,154,15464,0.1048,477
256,0.25,high,3,0.75,EO,7265.6,11592,1.0,154,15464,0.1048,477
256,0.25,high,4,0.25,NC,7820.27,14824,1.0,158,14824,0.1138,457
256,0.25,high,4,0.25,RT,3373.87,3688,0.39241,158,14824,0.1138,457
256,0.25,high,4,0.25,EC,3373.87,3688,0.98734,158,14824,0.1138,457
256,0.25,high,4,0.25,EO,3373.87,3688,1.0,158,14824,0.1138,457
256,0.25,high,4,0.5,NC,7820.27,14824,1.0,158,14824,0.1138,457
256,0.25,high,4,0.5,RT,5762.67,7400,0.70886,158,14824,0.1138,457
256,0.25,high,4,0.5,EC,5762.67,7400,1.0,158,14824,0.1138,457
256,0.25,high,4,0.5,EO,5762.67,7400,1.0,158,14824,0.1138,457
256,0.25,high,4,0.75,NC,7820.27,14824,1.0,158,14824,0.1138,457
256,0.25,high,4,0.75,RT,7291.2,11112,0.91139,158,14824,0.1138,457
256,0.25,high,4,0.75,EC,7291.2,11112,1.0,158,14824,0.1138,457
256,0.25,high,4,0.75,EO,7291.2,11112,1.0,158,14824,0.1138,457
256,0.25,high,5,0.25,NC,8452.27,15816,1.0,166,15816,0.1148,488
256,0.25,high,5,0.25,RT,3573.87,3944,0.40964,166,15816,0.1148,488
256,0.25,high,5,0.25,EC,3573.87,3944,0.98795,166,15816,0.1148,488
256,0.25,high,5,0.25,EO,3573.87,3944,1.0,166,15816,0.1148,488
256,0.25,high,5,0.5,NC,8452.27,15816,1.0,166,15816,0.1148,488
256,0.25,high,5,0.5,RT,6144.53,7880,0.70482,166,15816,0.1148,488
256,0.25,high,5,0.5,EC,6144.53,7880,1.0,166,15816,0.1148,488
256,0.25,high,5,0.5,EO,6144.53,7880,1.0,166,15816,0.1148,488
256,0.25,high,5,0.75,NC,8452.27,15816,1.0,166,15816,0.1148,488
256,0.25,high,5,0.75,RT,7771.2,11848,0.89759,166,15816,0.1148,488
256,0.25,high,5,0.75,EC,7771.2,11848,1.0,166,15816,0.1148,488
256,0.25,high,5,0.75,EO,7771.2,11848,1.0,166,15816,0.1148,488
256,0.25,high,6,0.25,NC,9672.53,18056,1.0,154,18056,0.1057,558
256,0.25,high,6,0.25,RT,3970.67,4488,0.41558,154,18056,0.1057,558
256,0.25,high,6,0.25,EC,3970.67,4488,1.0,154,18056,0.1057,558
256,0.25,high,6,0.25,EO,3970.67,4488,1.0,154,18056,0.1057,558
256,0.25,high,6,0.5,NC,9672.53,18056,1.0,154,18056,0.1057,558
256,0.25,high,6,0.5,RT,6968.53,9000,0.66883,154,18056,0.1057,558
256,0.25,high,6,0.5,EC,6968.53,9000,1.0,154,18056,0.1057,558
256,0.25,high,6,0.5,EO,6968.53,9000,1.0,154,18056,0.1057,558
256,0.25,high,6,0.75,NC,9672.53,18056,1.0,154,18056,0.1057,558
256,0.25,high,6,0.75,RT,8940.27,13512,0.90909,154,18056,0.1057,558
256,0.25,high,6,0.75,EC,8940.27,13512,1.0,154,18056,0.1057,558
256,0.25,high,6,0.75,EO,8940.27,13512,1.0,154,18056,0.1057,558
256,0.25,high,7,0.25,NC,8861.33,18312,1.0,175,18312,0.1042,566
256,0.25,high,7,0.25,RT,3922.13,4552,0.53143,175,18312,0.1042,566
256,0.25,high,7,0.25,EC,3922.13,4552,0.98857,175,18312,0.1042,566
256,0.25,high,7,0.25,EO,3922.13,4552,1.0,175,18312,0.1042,566
256,0.25,high,7,0.5,NC,8861.33,18312,1.0,175,18312,0.1042,566
256,0.25,high,7,0.5,RT,6568.53,9128,0.73143,175,18312,0.1042,566
256,0.25,high,7,0.5,EC,6568.53,9128,1.0,175,18312,0.1042,566
256,0.25,high,7,0.5,EO,6568.53,9128,1.0,175,18312,0.1042,566
256,0.25,high,7,0.75,NC,8861.33,18312,1.0,175,18312,0.1042,566
256,0.25,high,7,0.75,RT,8217.6,13704,0.93143,175,18312,0.1042,566
256,0.25,high,7,0.75,EC,8217.6,13704,1.0,175,18312,0.1042,566
256,0.25,high,7,0.75,EO,8217.6,13704,1.0,175,18312,0.1042,566
1024,0.02,low,0,0.25,NC,30562.13,60712,1.0,165,60712,0.0148,1891
1024,0.02,low,0,0.25,RT,13336.53,15176,0.49697,165,60712,0.0148,1891
1024,0.02,low,0,0.25,EC,13336.53,15176,0.84848,165,60712,0.0148,1891
1024,0.02,low,0,0.25,EO,13336.53,15176,1.0,165,60712,0.0148,1891
1024,0.02,low,0,0.5,NC,30562.13,60712,1.0,165,60712,0.0148,1891
1024,0.02,low,0,0.5,RT,22998.93,30344,0.74545,165,60712,0.0148,1891
1024,0.02,low,0,0.5,EC,22998.93,30344,0.98182,165,60712,0.0148,1891
1024,0.02,low,0,0.5,EO,22998.93,30344,1.0,165,60712,0.0148,1891
1024,0.02,low,0,0.75,NC,30562.13,60712,1.0,165,60712,0.0148,1891
1024,0.02,low,0,0.75,RT,28614.4,45512,0.90909,165,60712,0.0148,1891
1024,0.02,low,0,0.75,EC,28614.4,45512,1.0,165,60712,0.0148,1891
1024,0.02,low,0,0.75,EO,28614.4,45512,1.0,165,60712,0.0148,1891
1024,0.02,low,1,0.25,NC,32344.53,59016,1.0,159,59016,0.0141,1838
1024,0.02,low,1,0.25,RT,12736.53,14728,0.45912,159,59016,0.0141,1838
1024,0.02,low,1,0.25,EC,12736.53,14728,0.92453,159,59016,0.0141,1838
1024,0.02,low,1,0.25,EO,12736.53,14728,1.0,159,59016,0.0141,1838
1024,0.02,low,1,0.5,NC,32344.53,59016,1.0,159,59016,0.0141,1838
1024,0.02,low,1,0.5,RT,22694.93,29480,0.72956,159,59016,0.0141,1838
1024,0.02,low,1,0.5,EC,22694.93,29480,0.96855,159,59016,0.0141,1838
1024,0.02,low,1,0.5,EO,22694.93,29480,1.0,159,59016,0.0141,1838
1024,0.02,low,1,0.75,NC,32344.53,59016,1.0,159,59016,0.0141,1838
1024,0.02,low,1,0.75,RT,29864.53,44232,0.93082,159,59016,0.0141,1838
1024,0.02,low,1,0.75,EC,29864.53,44232,1.0,159,59016,0.0141,1838
1024,0.02,low,1,0.75,EO,29864.53,44232,1.0,159,59016,0.0141,1838
1024,0.02,low,2,0.25,NC,29176.0,58440,1.0,169,58440,0.0148,1820
1024,0.02,low,2,0.25,RT,12690.13,14600,0.52663,169,58440,0.0148,1820
1024,0.02,low,2,0.25,EC,12690.13,14600,0.97041,169,58440,0.0148,1820
1024,0.02,low,2,0.25,EO,12690.13,14600,1.0,169,58440,0.0148,1820
1024,0.02,low,2,0.5,NC,29176.0,58440,1.0,169,58440,0.0148,1820
1024,0.02,low,2,0.5,RT,21425.07,29192,0.78107,169,58440,0.0148,1820
1024,0.02,low,2,0.5,EC,21425.07,29192,0.98817,169,58440,0.0148,1820
1024,0.02,low,2,0.5,EO,21425.07,29192,1.0,169,58440,0.0148,1820
1024,0.02,low,2,0.75,NC,29176.0,58440,1.0,169,58440,0.0148,1820
1024,0.02,low,2,0.75,RT,26929.6,43816,0.92899,169,58440,0.0148,1820
1024,0.02,low,2,0.75,EC,26929.6,43816,1.0,169,58440,0.0148,1820
1024,0.02,low,2,0.75,EO,26929.6,43816,1.0,169,58440,0.0148,1820
1024,0.02,low,3,0.25,NC,28309.87,55240,1.0,174,55240,0.0151,1720
1024,0.02,low,3,0.25,RT,12011.73,13800,0.38506,174,55240,0.0151,1720
1024,0.02,low,3,0.25,EC,12011.73,13800,0.95402,174,55240,0.0151,1720
1024,0.02,low,3,0.25,EO,12011.73,13800,1.0,174,55240,0.0151,1720
1024,0.02,low,3,0.5,NC,28309.87,55240,1.0,174,55240,0.0151,1720
1024,0.02,low,3,0.5,RT,20861.87,27592,0.64943,174,55240,0.0151,1720
1024,0.02,low,3,0.5,EC,20861.87,27592,1.0,174,55240,0.0151,1720
1024,0.02,low,3,0.5,EO,20861.87,27592,1.0,174,55240,0.0151,1720
1024,0.02,low,3,0.75,NC,28309.87,55240,1.0,174,55240,0.0151,1720
1024,0.02,low,3,0.75,RT,26632.0,41416,0.91379,174,55240,0.0151,1720
1024,0.02,low,3,0.75,EC,26632.0,41416,1.0,174,55240,0.0151,1720
1024,0.02,low,3,0.75,EO,26632.0,41416,1.0,174,55240,0.0151,1720
1024,0.02,low,4,0.25,NC,30963.73,61928,1.0,177,61928,0.0171,1929
1024,0.02,low,4,0.25,RT,13299.2,15464,0.50847,177,61928,0.0171,1929
1024,0.02,low,4,0.25,EC,13299.2,15464,0.90395,177,61928,0.0171,1929
1024,0.02,low,4,0.25,EO,13299.2,15464,1.0,177,61928,0.0171,1929
1024,0.02,low,4,0.5,NC,30963.73,61928,1.0,177,61928,0.0171,1929
1024,0.02,low,4,0.5,RT,22978.67,30952,0.82486,177,61928,0.0171,1929
1024,0.02,low,4,0.5,EC,22978.67,30952,0.9661,177,61928,0.0171,1929
1024,0.02,low,4,0.5,EO,22978.67,30952,1.0,177,61928,0.0171,1929
1024,0.02,low,4,0.75,NC,30963.73,61928,1.0,177,61928,0.0171,1929
1024,0.02,low,4,0.75,RT,29026.13,46440,0.9322,177,61928,0.0171,1929
1024,0.02,low,4,0.75,EC,29026.13,46440,1.0,177,61928,0.0171,1929
1024,0.02,low,4,0.75,EO,29026.13,46440,1.0,177,61928,0.0171,1929
1024,0.02,low,5,0.25,NC,29601.07,58184,1.0,140,58184,0.0116,1812
1024,0.02,low,5,0.25,RT,13254.93,14536,0.48571,140,58184,0.0116,1812
1024,0.02,low,5,0.25,EC,13254.93,14536,0.91429,140,58184,0.0116,1812
1024,0.02,low,5,0.25,EO,13254.93,14536,1.0,140,58184,0.0116,1812
1024,0.02,low,5,0.5,NC,29601.07,58184,1.0,140,58184,0.0116,1812
1024,0.02,low,5,0.5,RT,22740.27,29064,0.77143,140,58184,0.0116,1812
1024,0.02,low,5,0.5,EC,22740.27,29064,0.99286,140,58184,0.0116,1812
1024,0.02,low,5,0.5,EO,22740.27,29064,1.0,140,58184,0.0116,1812
1024,0.02,low,5,0.75,NC,29601.07,58184,1.0,140,58184,0.0116,1812
1024,0.02,low,5,0.75,RT,28149.87,43624,0.92143,140,58184,0.0116,1812
1024,0.02,low,5,0.75,EC,28149.87,43624,1.0,140,58184,0.0116,1812
1024,0.02,low,5,0.75,EO,28149.87,43624,1.0,140,58184,0.0116,1812
1024,0.02,low,6,0.25,NC,32090.13,62696,1.0,178,62696,0.0148,1953
1024,0.02,low,6,0.25,RT,13712.0,15656,0.51124,178,62696,0.0148,1953
1024,0.02,low,6,0.25,EC,13712.0,15656,0.91573,178,62696,0.0148,1953
1024,0.02,low,6,0.25,EO,13712.0,15656,1.0,178,62696,0.0148,1953
1024,0.02,low,6,0.5,NC,32090.13,62696,1.0,178,62696,0.0148,1953
1024,0.02,low,6,0.5,RT,23493.33,31336,0.73034,178,62696,0.0148,1953
1024,0.02,low,6,0.5,EC,23493.33,31336,0.97191,178,62696,0.0148,1953
1024,0.02,low,6,0.5,EO,23493.33,31336,1.0,178,62696,0.0148,1953
1024,0.02,low,6,0.75,NC,32090.13,62696,1.0,178,62696,0.0148,1953
1024,0.02,low,6,0.75,RT,29861.87,47016,0.93258,178,62696,0.0148,1953
1024,0.02,low,6,0.75,EC,29861.87,47016,1.0,178,62696,0.0148,1953
1024,0.02,low,6,0.75,EO,29861.87,47016,1.0,178,62696,0.0148,1953
1024,0.02,low,7,0.25,NC,37130.67,69832,1.0,155,69832,0.0142,2176
1024,0.02,low,7,0.25,RT,15932.27,17448,0.48387,155,69832,0.0142,2176
1024,0.02,low,7,0.25,EC,15932.27,17448,0.75484,155,69832,0.0142,2176
1024,0.02,low,7,0.25,EO,15932.27,17448,1.0,155,69832,0.0142,2176
1024,0.02,low,7,0.5,NC,37130.67,69832,1.0,155,69832,0.0142,2176
1024,0.02,low,7,0.5,RT,27229.33,34888,0.83226,155,69832,0.0142,2176
1024,0.02,low,7,0.5,EC,27229.33,34888,0.95484,155,69832,0.0142,2176
1024,0.02,low,7,0.5,EO,27229.33,34888,1.0,155,69832,0.0142,2176
1024,0.02,low,7,0.75,NC,37130.67,69832,1.0,155,69832,0.0142,2176
1024,0.02,low,7,0.75,RT,34152.0,52360,0.96129,155,69832,0.0142,2176
1024,0.02,low,7,0.75,EC,34152.0,52360,1.0,155,69832,0.0142,2176
1024,0.02,low,7,0.75,EO,34152.0,52360,1.0,155,69832,0.0142,2176
1024,0.02,med,0,0.25,NC,30562.13,60712,1.0,149,60712,0.0137,1891
1024,0.02,med,0,0.25,RT,13336.53,15176,0.42953,149,60712,0.0137,1891
1024,0.02,med,0,0.25,EC,13336.53,15176,1.0,149,60712,0.0137,1891
1024,0.02,med,0,0.25,EO,13336.53,15176,1.0,149,60712,0.0137,1891
1024,0.02,med,0,0.5,NC,30562.13,60712,1.0,149,60712,0.0137,1891
1024,0.02,med,0,0.5,RT,22998.93,30344,0.73154,149,60712,0.0137,1891
1024,0.02,med,0,0.5,EC,22998.93,30344,1.0,149,60712,0.0137,1891
1024,0.02,med,0,0.5,EO,22998.93,30344,1.0,149,60712,0.0137,1891
1024,0.02,med,0,0.75,NC,30562.13,60712,1.0,149,60712,0.0137,1891
1024,0.02,med,0,0.75,RT,28614.4,45512,0.91946,149,60712,0.0137,1891
1024,0.02,med,0,0.75,EC,28614.4,45512,1.0,149,60712,0.0137,1891
1024,0.02,med,0,0.75,EO,28614.4,45512,1.0,149,60712,0.0137,1891
1024,0.02,med,1,0.25,NC,32344.53,59016,1.0,134,59016,0.0125,1838
1024,0.02,med,1,0.25,RT,12736.53,14728,0.39552,134,59016,0.0125,1838
1024,0.02,med,1,0.25,EC,12736.53,14728,1.0,134,59016,0.0125,1838
1024,0.02,med,1,0.25,EO,12736.53,14728,1.0,134,59016,0.0125,1838
1024,0.02,med,1,0.5,NC,32344.53,59016,1.0,134,59016,0.0125,1838
1024,0.02,med,1,0.5,RT,22694.93,29480,0.64925,134,59016,0.0125,1838
1024,0.02,med,1,0.5,EC,22694.93,29480,1.0,134,59016,0.0125,1838
1024,0.02,med,1,0.5,EO,22694.93,29480,1.0,134,59016,0.0125,1838
1024,0.02,med,1,0.75,NC,32344.53,59016,1.0,134,59016,0.0125,1838
1024,0.02,med,1,0.75,RT,29864.53,44232,0.88806,134,59016,0.0125,1838
1024,0.02,med,1,0.75,EC,29864.53,44232,1.0,134,59016,0.0125,1838
1024,0.02,med,1,0.75,EO,29864.53,44232,1.0,134,59016,0.0125,1838
1024,0.02,med,2,0.25,NC,29176.0,58440,1.0,168,58440,0.0137,1820
1024,0.02,med,2,0.25,RT,12690.13,14600,0.41667,168,58440,0.0137,1820
1024,0.02,med,2,0.25,EC,12690.13,14600,1.0,168,58440,0.0137,1820
1024,0.02,med,2,0.25,EO,12690.13,14600,1.0,168,58440,0.0137,1820
1024,0.02,med,2,0.5,NC,29176.0,58440,1.0,168,58440,0.0137,1820
1024,0.02,med,2,0.5,RT,21425.07,29192,0.74405,168,58440,0.0137,1820
1024,0.02,med,2,0.5,EC,21425.07,29192,1.0,168,58440,0.0137,1820
1024,0.02,med,2,0.5,EO,21425.07,29192,1.0,168,58440,0.0137,1820
1024,0.02,med,2,0.75,NC,29176.0,58440,1.0,168,58440,0.0137,1820
1024,0.02,med,2,0.75,RT,26929.6,43816,0.91667,168,58440,0.0137,1820
1024,0.02,med,2,0.75,EC,26929.6,43816,1.0,168,58440,0.0137,1820
1024,0.02,med,2,0.75,EO,26929.6,43816,1.0,168,58440,0.0137,1820
1024,0.02,med,3,0.25,NC,28309.87,55240,1.0,168,55240,0.014,1720
1024,0.02,med,3,0.25,RT,12011.73,13800,0.40476,168,55240,0.014,1720
1024,0.02,med,3,0.25,EC,12011.73,13800,1.0,168,55240,0.014,1720
1024,0.02,med,3,0.25,EO,12011.73,13800,1.0,168,55240,0.014,1720
1024,0.02,med,3,0.5,NC,28309.87,55240,1.0,168,55240,0.014,1720
1024,0.02,med,3,0.5,RT,20861.87,27592,0.68452,168,55240,0.014,1720
1024,0.02,med,3,0.5,EC,20861.87,27592,1.0,168,55240,0.014,1720
1024,0.02,med,3,0.5,EO,20861.87,27592,1.0,168,55240,0.014,1720
1024,0.02,med,3,0.75,NC,28309.87,55240,1.0,168,55240,0.014,1720
1024,0.02,med,3,0.75,RT,26632.0,41416,0.94048,168,55240,0.014,1720
1024,0.02,med,3,0.75,EC,26632.0,41416,1.0,168,55240,0.014,1720
1024,0.02,med,3,0.75,EO,26632.0,41416,1.0,168,55240,0.014,1720
1024,0.02,med,4,0.25,NC,30963.73,61928,1.0,160,61928,0.015,1929
1024,0.02,med,4,0.25,RT,13299.2,15464,0.44375,160,61928,0.015,1929
1024,0.02,med,4,0.25,EC,13299.2,15464,1.0,160,61928,0.015,1929
1024,0.02,med,4,0.25,EO,13299.2,15464,1.0,160,61928,0.015,1929
1024,0.02,med,4,0.5,NC,30963.73,61928,1.0,160,61928,0.015,1929
1024,0.02,med,4,0.5,RT,22978.67,30952,0.71875,160,61928,0.015,1929
1024,0.02,med,4,0.5,EC,22978.67,30952,1.0,160,61928,0.015,1929
1024,0.02,med,4,0.5,EO,22978.67,30952,1.0,160,61928,0.015,1929
1024,0.02,med,4,0.75,NC,30963.73,61928,1.0,160,61928,0.015,1929
1024,0.02,med,4,0.75,RT,29026.13,46440,0.90625,160,61928,0.015,1929
1024,0.02,med,4,0.75,EC,29026.13,46440,1.0,160,61928,0.015,1929
1024,0.02,med,4,0.75,EO,29026.13,46440,1.0,160,61928,0.015,1929
1024,0.02,med,5,0.25,NC,29601.07,58184,1.0,150,58184,0.0094,1812
1024,0.02,med,5,0.25,RT,13254.93,14536,0.44,150,58184,0.0094,1812
1024,0.02,med,5,0.25,EC,13254.93,14536,1.0,150,58184,0.0094,1812
1024,0.02,med,5,0.25,EO,13254.93,14536,1.0,150,58184,0.0094,1812
1024,0.02,med,5,0.5,NC,29601.07,58184,1.0,150,58184,0.0094,1812
1024,0.02,med,5,0.5,RT,22740.27,29064,0.72667,150,58184,0.0094,1812
1024,0.02,med,5,0.5,EC,22740.27,29064,1.0,150,58184,0.0094,1812
1024,0.02,med,5,0.5,EO,22740.27,29064,1.0,150,58184,0.0094,1812
1024,0.02,med,5,0.75,NC,29601.07,58184,1.0,150,58184,0.0094,1812
1024,0.02,med,5,0.75,RT,28149.87,43624,0.89333,150,58184,0.0094,1812
1024,0.02,med,5,0.75,EC,28149.87,43624,1.0,150,58184,0.0094,1812
1024,0.02,med,5,0.75,EO,28149.87,43624,1.0,150,58184,0.0094,1812
1024,0.02,med,6,0.25,NC,32090.13,62696,1.0,185,62696,0.0118,1953
1024,0.02,med,6,0.25,RT,13712.0,15656,0.43243,185,62696,0.0118,1953
1024,0.02,med,6,0.25,EC,13712.0,15656,1.0,185,62696,0.0118,1953
1024,0.02,med,6,0.25,EO,13712.0,15656,1.0,185,62696,0.0118,1953
1024,0.02,med,6,0.5,NC,32090.13,62696,1.0,185,62696,0.0118,1953
1024,0.02,med,6,0.5,RT,23493.33,31336,0.69189,185,62696,0.0118,1953
1024,0.02,med,6,0.5,EC,23493.33,31336,1.0,185,62696,0.0118,1953
1024,0.02,med,6,0.5,EO,23493.33,31336,1.0,185,62696,0.0118,1953
1024,0.02,med,6,0.75,NC,32090.13,62696,1.0,185,62696,0.0118,1953
1024,0.02,med,6,0.75,RT,29861.87,47016,0.88108,185,62696,0.0118,1953
1024,0.02,med,6,0.75,EC,29861.87,47016,1.0,185,62696,0.0118,1953
1024,0.02,med,6,0.75,EO,29861.87,47016,1.0,185,62696,0.0118,1953
1024,0.02,med,7,0.25,NC,37130.67,69832,1.0,160,69832,0.0147,2176
1024,0.02,med,7,0.25,RT,15932.27,17448,0.48125,160,69832,0.0147,2176
1024,0.02,med,7,0.25,EC,15932.27,17448,1.0,160,69832,0.0147,2176
1024,0.02,med,7,0.25,EO,15932.27,17448,1.0,160,69832,0.0147,2176
1024,0.02,med,7,0.5,NC,37130.67,69832,1.0,160,69832,0.0147,2176
1024,0.02,med,7,0.5,RT,27229.33,34888,0.79375,160,69832,0.0147,2176
1024,0.02,med,7,0.5,EC,27229.33,34888,1.0,160,69832,0.0147,2176
1024,0.02,med,7,0.5,EO,27229.33,34888,1.0,160,69832,0.0147,2176
1024,0.02,med,7,0.75,NC,37130.67,69832,1.0,160,69832,0.0147,2176
1024,0.02,med,7,0.75,RT,34152.0,52360,0.95625,160,69832,0.0147,2176
1024,0.02,med,7,0.75,EC,34152.0,52360,1.0,160,69832,0.0147,2176
1024,0.02,med,7,0.75,EO,34152.0,52360,1.0,160,69832,0.0147,2176
1024,0.02,high,0,0.25,NC,30562.13,60712,1.0,175,60712,0.0111,1891
1024,0.02,high,0,0.25,RT,13336.53,15176,0.32,175,60712,0.0111,1891
1024,0.02,high,0,0.25,EC,13336.53,15176,1.0,175,60712,0.0111,1891
1024,0.02,high,0,0.25,EO,13336.53,15176,1.0,175,60712,0.0111,1891
1024,0.02,high,0,0.5,NC,30562.13,60712,1.0,175,60712,0.0111,1891
1024,0.02,high,0,0.5,RT,22998.93,30344,0.63429,175,60712,0.0111,1891
1024,0.02,high,0,0.5,EC,22998.93,30344,1.0,175,60712,0.0111,1891
1024,0.02,high,0,0.5,EO,22998.93,30344,1.0,175,60712,0.0111,1891
1024,0.02,high,0,0.75,NC,30562.13,60712,1.0,175,60712,0.0111,1891
1024,0.02,high,0,0.75,RT,28614.4,45512,0.85714,175,60712,0.0111,1891
1024,0.02,high,0,0.75,EC,28614.4,45512,1.0,175,60712,0.0111,1891
1024,0.02,high,0,0.75,EO,28614.4,45512,1.0,175,60712,0.0111,1891
1024,0.02,high,1,0.25,NC,32344.53,59016,1.0,150,59016,0.0103,1838
1024,0.02,high,1,0.25,RT,12736.53,14728,0.28667,150,59016,0.0103,1838
1024,0.02,high,1,0.25,EC,12736.53,14728,1.0,150,59016,0.0103,1838
1024,0.02,high,1,0.25,EO,12736.53,14728,1.0,150,59016,0.0103,1838
1024,0.02,high,1,0.5,NC,32344.53,59016,1.0,150,59016,0.0103,1838
1024,0.02,high,1,0.5,RT,22694.93,29480,0.50667,150,59016,0.0103,1838
1024,0.02,high,1,0.5,EC,22694.93,29480,1.0,150,59016,0.0103,1838
1024,0.02,high,1,0.5,EO,22694.93,29480,1.0,150,59016,0.0103,1838
1024,0.02,high,1,0.75,NC,32344.53,59016,1.0,150,59016,0.0103,1838
1024,0.02,high,1,0.75,RT,29864.53,44232,0.76,150,59016,0.0103,1838
1024,0.02,high,1,0.75,EC,29864.53,44232,1.0,150,59016,0.0103,1838
1024,0.02,high,1,0.75,EO,29864.53,44232,1.0,150,59016,0.0103,1838
1024,0.02,high,2,0.25,NC,29176.0,58440,1.0,187,58440,0.0121,1820
1024,0.02,high,2,0.25,RT,12690.13,14600,0.37433,187,58440,0.0121,1820
1024,0.02,high,2,0.25,EC,12690.13,14600,1.0,187,58440,0.0121,1820
1024,0.02,high,2,0.25,EO,12690.13,14600,1.0,187,58440,0.0121,1820
1024,0.02,high,2,0.5,NC,29176.0,58440,1.0,187,58440,0.0121,1820
1024,0.02,high,2,0.5,RT,21425.07,29192,0.68984,187,58440,0.0121,1820
1024,0.02,high,2,0.5,EC,21425.07,29192,1.0,187,58440,0.0121,1820
1024,0.02,high,2,0.5,EO,21425.07,29192,1.0,187,58440,0.0121,1820
1024,0.02,high,2,0.75,NC,29176.0,58440,1.0,187,58440,0.0121,1820
