seed,chunk_size,overlap,span_len,k,n_docs,doc_len,split_rate,recall,completeness,overcount
0,32,0,8,1,200,300,0.205,1.0,0.795,0.205
0,32,0,8,3,200,300,0.205,1.0,0.795,0.205
0,32,0,8,5,200,300,0.205,1.0,0.795,0.205
0,32,0,8,10,200,300,0.205,1.0,0.795,0.205
1,32,0,8,1,200,300,0.28,1.0,0.72,0.28
1,32,0,8,3,200,300,0.28,1.0,0.72,0.28
1,32,0,8,5,200,300,0.28,1.0,0.72,0.28
1,32,0,8,10,200,300,0.28,1.0,0.72,0.28
2,32,0,8,1,200,300,0.175,1.0,0.825,0.175
2,32,0,8,3,200,300,0.175,1.0,0.825,0.175
2,32,0,8,5,200,300,0.175,1.0,0.825,0.175
2,32,0,8,10,200,300,0.175,1.0,0.825,0.175
3,32,0,8,1,200,300,0.24,1.0,0.76,0.24
3,32,0,8,3,200,300,0.24,1.0,0.76,0.24
3,32,0,8,5,200,300,0.24,1.0,0.76,0.24
3,32,0,8,10,200,300,0.24,1.0,0.76,0.24
4,32,0,8,1,200,300,0.205,1.0,0.795,0.205
4,32,0,8,3,200,300,0.205,1.0,0.795,0.205
4,32,0,8,5,200,300,0.205,1.0,0.795,0.205
4,32,0,8,10,200,300,0.205,1.0,0.795,0.205
5,32,0,8,1,200,300,0.23,1.0,0.77,0.23
5,32,0,8,3,200,300,0.23,1.0,0.77,0.23
5,32,0,8,5,200,300,0.23,1.0,0.77,0.23
5,32,0,8,10,200,300,0.23,1.0,0.77,0.23
6,32,0,8,1,200,300,0.215,1.0,0.785,0.215
6,32,0,8,3,200,300,0.215,1.0,0.785,0.215
6,32,0,8,5,200,300,0.215,1.0,0.785,0.215
6,32,0,8,10,200,300,0.215,1.0,0.785,0.215
7,32,0,8,1,200,300,0.24,1.0,0.76,0.24
7,32,0,8,3,200,300,0.24,1.0,0.76,0.24
7,32,0,8,5,200,300,0.24,1.0,0.76,0.24
7,32,0,8,10,200,300,0.24,1.0,0.76,0.24
0,32,0,16,1,200,300,0.48,1.0,0.52,0.48
0,32,0,16,3,200,300,0.48,1.0,0.52,0.48
0,32,0,16,5,200,300,0.48,1.0,0.52,0.48
0,32,0,16,10,200,300,0.48,1.0,0.52,0.48
1,32,0,16,1,200,300,0.43,1.0,0.57,0.43
1,32,0,16,3,200,300,0.43,1.0,0.57,0.43
1,32,0,16,5,200,300,0.43,1.0,0.57,0.43
1,32,0,16,10,200,300,0.43,1.0,0.57,0.43
2,32,0,16,1,200,300,0.425,1.0,0.575,0.425
2,32,0,16,3,200,300,0.425,1.0,0.575,0.425
2,32,0,16,5,200,300,0.425,1.0,0.575,0.425
2,32,0,16,10,200,300,0.425,1.0,0.575,0.425
3,32,0,16,1,200,300,0.46,1.0,0.54,0.46
3,32,0,16,3,200,300,0.46,1.0,0.54,0.46
3,32,0,16,5,200,300,0.46,1.0,0.54,0.46
3,32,0,16,10,200,300,0.46,1.0,0.54,0.46
4,32,0,16,1,200,300,0.46,1.0,0.54,0.46
4,32,0,16,3,200,300,0.46,1.0,0.54,0.46
4,32,0,16,5,200,300,0.46,1.0,0.54,0.46
4,32,0,16,10,200,300,0.46,1.0,0.54,0.46
5,32,0,16,1,200,300,0.485,1.0,0.515,0.485
5,32,0,16,3,200,300,0.485,1.0,0.515,0.485
5,32,0,16,5,200,300,0.485,1.0,0.515,0.485
5,32,0,16,10,200,300,0.485,1.0,0.515,0.485
6,32,0,16,1,200,300,0.43,1.0,0.57,0.43
6,32,0,16,3,200,300,0.43,1.0,0.57,0.43
6,32,0,16,5,200,300,0.43,1.0,0.57,0.43
6,32,0,16,10,200,300,0.43,1.0,0.57,0.43
7,32,0,16,1,200,300,0.475,1.0,0.525,0.475
7,32,0,16,3,200,300,0.475,1.0,0.525,0.475
7,32,0,16,5,200,300,0.475,1.0,0.525,0.475
7,32,0,16,10,200,300,0.475,1.0,0.525,0.475
0,32,0,32,1,200,300,0.975,1.0,0.025,0.975
0,32,0,32,3,200,300,0.975,1.0,0.025,0.975
0,32,0,32,5,200,300,0.975,1.0,0.025,0.975
0,32,0,32,10,200,300,0.975,1.0,0.025,0.975
1,32,0,32,1,200,300,0.96,1.0,0.04,0.96
1,32,0,32,3,200,300,0.96,1.0,0.04,0.96
1,32,0,32,5,200,300,0.96,1.0,0.04,0.96
1,32,0,32,10,200,300,0.96,1.0,0.04,0.96
2,32,0,32,1,200,300,0.98,1.0,0.02,0.98
2,32,0,32,3,200,300,0.98,1.0,0.02,0.98
2,32,0,32,5,200,300,0.98,1.0,0.02,0.98
2,32,0,32,10,200,300,0.98,1.0,0.02,0.98
3,32,0,32,1,200,300,0.97,1.0,0.03,0.97
3,32,0,32,3,200,300,0.97,1.0,0.03,0.97
3,32,0,32,5,200,300,0.97,1.0,0.03,0.97
3,32,0,32,10,200,300,0.97,1.0,0.03,0.97
4,32,0,32,1,200,300,0.96,1.0,0.04,0.96
4,32,0,32,3,200,300,0.96,1.0,0.04,0.96
4,32,0,32,5,200,300,0.96,1.0,0.04,0.96
4,32,0,32,10,200,300,0.96,1.0,0.04,0.96
5,32,0,32,1,200,300,0.955,1.0,0.045,0.955
5,32,0,32,3,200,300,0.955,1.0,0.045,0.955
5,32,0,32,5,200,300,0.955,1.0,0.045,0.955
5,32,0,32,10,200,300,0.955,1.0,0.045,0.955
6,32,0,32,1,200,300,0.94,1.0,0.06,0.94
6,32,0,32,3,200,300,0.94,1.0,0.06,0.94
6,32,0,32,5,200,300,0.94,1.0,0.06,0.94
6,32,0,32,10,200,300,0.94,1.0,0.06,0.94
7,32,0,32,1,200,300,0.98,1.0,0.02,0.98
7,32,0,32,3,200,300,0.98,1.0,0.02,0.98
7,32,0,32,5,200,300,0.98,1.0,0.02,0.98
7,32,0,32,10,200,300,0.98,1.0,0.02,0.98
0,32,8,8,1,200,300,0.0,1.0,0.96,0.04
0,32,8,8,3,200,300,0.0,1.0,1.0,0.0
0,32,8,8,5,200,300,0.0,1.0,1.0,0.0
0,32,8,8,10,200,300,0.0,1.0,1.0,0.0
1,32,8,8,1,200,300,0.0,1.0,0.955,0.045
1,32,8,8,3,200,300,0.0,1.0,1.0,0.0
1,32,8,8,5,200,300,0.0,1.0,1.0,0.0
1,32,8,8,10,200,300,0.0,1.0,1.0,0.0
2,32,8,8,1,200,300,0.0,1.0,0.96,0.04
2,32,8,8,3,200,300,0.0,1.0,1.0,0.0
2,32,8,8,5,200,300,0.0,1.0,1.0,0.0
2,32,8,8,10,200,300,0.0,1.0,1.0,0.0
3,32,8,8,1,200,300,0.0,1.0,0.97,0.03
3,32,8,8,3,200,300,0.0,1.0,1.0,0.0
3,32,8,8,5,200,300,0.0,1.0,1.0,0.0
3,32,8,8,10,200,300,0.0,1.0,1.0,0.0
4,32,8,8,1,200,300,0.0,1.0,0.955,0.045
4,32,8,8,3,200,300,0.0,1.0,1.0,0.0
4,32,8,8,5,200,300,0.0,1.0,1.0,0.0
4,32,8,8,10,200,300,0.0,1.0,1.0,0.0
5,32,8,8,1,200,300,0.0,1.0,0.965,0.035
5,32,8,8,3,200,300,0.0,1.0,1.0,0.0
5,32,8,8,5,200,300,0.0,1.0,1.0,0.0
5,32,8,8,10,200,300,0.0,1.0,1.0,0.0
6,32,8,8,1,200,300,0.0,1.0,0.965,0.035
6,32,8,8,3,200,300,0.0,1.0,1.0,0.0
6,32,8,8,5,200,300,0.0,1.0,1.0,0.0
6,32,8,8,10,200,300,0.0,1.0,1.0,0.0
7,32,8,8,1,200,300,0.0,1.0,0.97,0.03
7,32,8,8,3,200,300,0.0,1.0,1.0,0.0
7,32,8,8,5,200,300,0.0,1.0,1.0,0.0
7,32,8,8,10,200,300,0.0,1.0,1.0,0.0
0,32,8,16,1,200,300,0.32,1.0,0.675,0.325
0,32,8,16,3,200,300,0.32,1.0,0.68,0.32
0,32,8,16,5,200,300,0.32,1.0,0.68,0.32
0,32,8,16,10,200,300,0.32,1.0,0.68,0.32
1,32,8,16,1,200,300,0.34,1.0,0.66,0.34
1,32,8,16,3,200,300,0.34,1.0,0.66,0.34
1,32,8,16,5,200,300,0.34,1.0,0.66,0.34
1,32,8,16,10,200,300,0.34,1.0,0.66,0.34
2,32,8,16,1,200,300,0.33,1.0,0.67,0.33
2,32,8,16,3,200,300,0.33,1.0,0.67,0.33
2,32,8,16,5,200,300,0.33,1.0,0.67,0.33
2,32,8,16,10,200,300,0.33,1.0,0.67,0.33
3,32,8,16,1,200,300,0.27,1.0,0.73,0.27
3,32,8,16,3,200,300,0.27,1.0,0.73,0.27
3,32,8,16,5,200,300,0.27,1.0,0.73,0.27
3,32,8,16,10,200,300,0.27,1.0,0.73,0.27
4,32,8,16,1,200,300,0.315,1.0,0.685,0.315
4,32,8,16,3,200,300,0.315,1.0,0.685,0.315
4,32,8,16,5,200,300,0.315,1.0,0.685,0.315
4,32,8,16,10,200,300,0.315,1.0,0.685,0.315
5,32,8,16,1,200,300,0.245,1.0,0.755,0.245
5,32,8,16,3,200,300,0.245,1.0,0.755,0.245
5,32,8,16,5,200,300,0.245,1.0,0.755,0.245
5,32,8,16,10,200,300,0.245,1.0,0.755,0.245
6,32,8,16,1,200,300,0.3,1.0,0.7,0.3
6,32,8,16,3,200,300,0.3,1.0,0.7,0.3
6,32,8,16,5,200,300,0.3,1.0,0.7,0.3
6,32,8,16,10,200,300,0.3,1.0,0.7,0.3
7,32,8,16,1,200,300,0.335,1.0,0.665,0.335
7,32,8,16,3,200,300,0.335,1.0,0.665,0.335
7,32,8,16,5,200,300,0.335,1.0,0.665,0.335
7,32,8,16,10,200,300,0.335,1.0,0.665,0.335
0,32,8,32,1,200,300,0.965,1.0,0.035,0.965
0,32,8,32,3,200,300,0.965,1.0,0.035,0.965
0,32,8,32,5,200,300,0.965,1.0,0.035,0.965
0,32,8,32,10,200,300,0.965,1.0,0.035,0.965
1,32,8,32,1,200,300,0.985,1.0,0.015,0.985
1,32,8,32,3,200,300,0.985,1.0,0.015,0.985
1,32,8,32,5,200,300,0.985,1.0,0.015,0.985
1,32,8,32,10,200,300,0.985,1.0,0.015,0.985
2,32,8,32,1,200,300,0.965,1.0,0.035,0.965
2,32,8,32,3,200,300,0.965,1.0,0.035,0.965
2,32,8,32,5,200,300,0.965,1.0,0.035,0.965
2,32,8,32,10,200,300,0.965,1.0,0.035,0.965
3,32,8,32,1,200,300,0.955,1.0,0.045,0.955
3,32,8,32,3,200,300,0.955,1.0,0.045,0.955
3,32,8,32,5,200,300,0.955,1.0,0.045,0.955
3,32,8,32,10,200,300,0.955,1.0,0.045,0.955
4,32,8,32,1,200,300,0.96,1.0,0.04,0.96
4,32,8,32,3,200,300,0.96,1.0,0.04,0.96
4,32,8,32,5,200,300,0.96,1.0,0.04,0.96
4,32,8,32,10,200,300,0.96,1.0,0.04,0.96
5,32,8,32,1,200,300,0.97,1.0,0.03,0.97
5,32,8,32,3,200,300,0.97,1.0,0.03,0.97
5,32,8,32,5,200,300,0.97,1.0,0.03,0.97
5,32,8,32,10,200,300,0.97,1.0,0.03,0.97
6,32,8,32,1,200,300,0.955,1.0,0.045,0.955
6,32,8,32,3,200,300,0.955,1.0,0.045,0.955
6,32,8,32,5,200,300,0.955,1.0,0.045,0.955
6,32,8,32,10,200,300,0.955,1.0,0.045,0.955
7,32,8,32,1,200,300,0.945,1.0,0.055,0.945
7,32,8,32,3,200,300,0.945,1.0,0.055,0.945
7,32,8,32,5,200,300,0.945,1.0,0.055,0.945
7,32,8,32,10,200,300,0.945,1.0,0.055,0.945
0,32,16,8,1,200,300,0.0,1.0,0.93,0.07
0,32,16,8,3,200,300,0.0,1.0,1.0,0.0
0,32,16,8,5,200,300,0.0,1.0,1.0,0.0
0,32,16,8,10,200,300,0.0,1.0,1.0,0.0
1,32,16,8,1,200,300,0.0,1.0,0.93,0.07
1,32,16,8,3,200,300,0.0,1.0,1.0,0.0
1,32,16,8,5,200,300,0.0,1.0,1.0,0.0
1,32,16,8,10,200,300,0.0,1.0,1.0,0.0
2,32,16,8,1,200,300,0.0,1.0,0.95,0.05
2,32,16,8,3,200,300,0.0,1.0,1.0,0.0
2,32,16,8,5,200,300,0.0,1.0,1.0,0.0
2,32,16,8,10,200,300,0.0,1.0,1.0,0.0
3,32,16,8,1,200,300,0.0,1.0,0.935,0.065
3,32,16,8,3,200,300,0.0,1.0,1.0,0.0
3,32,16,8,5,200,300,0.0,1.0,1.0,0.0
3,32,16,8,10,200,300,0.0,1.0,1.0,0.0
4,32,16,8,1,200,300,0.0,1.0,0.935,0.065
4,32,16,8,3,200,300,0.0,1.0,1.0,0.0
4,32,16,8,5,200,300,0.0,1.0,1.0,0.0
4,32,16,8,10,200,300,0.0,1.0,1.0,0.0
5,32,16,8,1,200,300,0.0,1.0,0.975,0.025
5,32,16,8,3,200,300,0.0,1.0,1.0,0.0
5,32,16,8,5,200,300,0.0,1.0,1.0,0.0
5,32,16,8,10,200,300,0.0,1.0,1.0,0.0
6,32,16,8,1,200,300,0.0,1.0,0.965,0.035
6,32,16,8,3,200,300,0.0,1.0,1.0,0.0
6,32,16,8,5,200,300,0.0,1.0,1.0,0.0
6,32,16,8,10,200,300,0.0,1.0,1.0,0.0
7,32,16,8,1,200,300,0.0,1.0,0.945,0.055
7,32,16,8,3,200,300,0.0,1.0,1.0,0.0
7,32,16,8,5,200,300,0.0,1.0,1.0,0.0
7,32,16,8,10,200,300,0.0,1.0,1.0,0.0
0,32,16,16,1,200,300,0.0,1.0,0.95,0.05
0,32,16,16,3,200,300,0.0,1.0,1.0,0.0
0,32,16,16,5,200,300,0.0,1.0,1.0,0.0
0,32,16,16,10,200,300,0.0,1.0,1.0,0.0
1,32,16,16,1,200,300,0.0,1.0,0.925,0.075
1,32,16,16,3,200,300,0.0,1.0,1.0,0.0
1,32,16,16,5,200,300,0.0,1.0,1.0,0.0
1,32,16,16,10,200,300,0.0,1.0,1.0,0.0
2,32,16,16,1,200,300,0.0,1.0,0.93,0.07
2,32,16,16,3,200,300,0.0,1.0,1.0,0.0
2,32,16,16,5,200,300,0.0,1.0,1.0,0.0
2,32,16,16,10,200,300,0.0,1.0,1.0,0.0
3,32,16,16,1,200,300,0.0,1.0,0.955,0.045
3,32,16,16,3,200,300,0.0,1.0,1.0,0.0
3,32,16,16,5,200,300,0.0,1.0,1.0,0.0
3,32,16,16,10,200,300,0.0,1.0,1.0,0.0
4,32,16,16,1,200,300,0.0,1.0,0.93,0.07
4,32,16,16,3,200,300,0.0,1.0,1.0,0.0
4,32,16,16,5,200,300,0.0,1.0,1.0,0.0
4,32,16,16,10,200,300,0.0,1.0,1.0,0.0
5,32,16,16,1,200,300,0.0,1.0,0.96,0.04
5,32,16,16,3,200,300,0.0,1.0,1.0,0.0
5,32,16,16,5,200,300,0.0,1.0,1.0,0.0
5,32,16,16,10,200,300,0.0,1.0,1.0,0.0
6,32,16,16,1,200,300,0.0,1.0,0.955,0.045
6,32,16,16,3,200,300,0.0,1.0,1.0,0.0
6,32,16,16,5,200,300,0.0,1.0,1.0,0.0
6,32,16,16,10,200,300,0.0,1.0,1.0,0.0
7,32,16,16,1,200,300,0.0,1.0,0.96,0.04
7,32,16,16,3,200,300,0.0,1.0,1.0,0.0
7,32,16,16,5,200,300,0.0,1.0,1.0,0.0
7,32,16,16,10,200,300,0.0,1.0,1.0,0.0
0,32,16,32,1,200,300,0.94,1.0,0.06,0.94
0,32,16,32,3,200,300,0.94,1.0,0.06,0.94
0,32,16,32,5,200,300,0.94,1.0,0.06,0.94
0,32,16,32,10,200,300,0.94,1.0,0.06,0.94
1,32,16,32,1,200,300,0.945,1.0,0.055,0.945
1,32,16,32,3,200,300,0.945,1.0,0.055,0.945
1,32,16,32,5,200,300,0.945,1.0,0.055,0.945
1,32,16,32,10,200,300,0.945,1.0,0.055,0.945
2,32,16,32,1,200,300,0.93,1.0,0.07,0.93
2,32,16,32,3,200,300,0.93,1.0,0.07,0.93
2,32,16,32,5,200,300,0.93,1.0,0.07,0.93
2,32,16,32,10,200,300,0.93,1.0,0.07,0.93
