engine,seq_len,inj_seq,inj_tokens,f,seed,recompute_pct
cdc,32000,0.05,1600,0.1,1,4.8899
pic_lean,32000,0.05,1600,0.1,1,6.4762
vllm_apc,32000,0.05,1600,0.1,2,90.4762
radix,32000,0.05,1600,0.1,2,90.4762
flashinfer,32000,0.05,1600,0.1,2,90.4762
cdc,32000,0.05,1600,0.1,2,4.8661
pic_lean,32000,0.05,1600,0.1,2,6.4762
vllm_apc,32000,0.05,1600,0.1,3,90.4762
radix,32000,0.05,1600,0.1,3,90.4762
flashinfer,32000,0.05,1600,0.1,3,90.4762
cdc,32000,0.05,1600,0.1,3,4.7827
pic_lean,32000,0.05,1600,0.1,3,6.4762
vllm_apc,32000,0.05,1600,0.1,4,90.4762
radix,32000,0.05,1600,0.1,4,90.4762
flashinfer,32000,0.05,1600,0.1,4,90.4762
cdc,32000,0.05,1600,0.1,4,4.8214
pic_lean,32000,0.05,1600,0.1,4,6.4762
vllm_apc,32000,0.05,1600,0.5,0,52.381
radix,32000,0.05,1600,0.5,0,52.381
flashinfer,32000,0.05,1600,0.5,0,52.381
cdc,32000,0.05,1600,0.5,0,4.9613
pic_lean,32000,0.05,1600,0.5,0,6.4762
vllm_apc,32000,0.05,1600,0.5,1,52.381
radix,32000,0.05,1600,0.5,1,52.381
flashinfer,32000,0.05,1600,0.5,1,52.381
cdc,32000,0.05,1600,0.5,1,4.8363
pic_lean,32000,0.05,1600,0.5,1,6.4762
vllm_apc,32000,0.05,1600,0.5,2,52.381
radix,32000,0.05,1600,0.5,2,52.381
flashinfer,32000,0.05,1600,0.5,2,52.381
cdc,32000,0.05,1600,0.5,2,4.8452
pic_lean,32000,0.05,1600,0.5,2,6.4762
vllm_apc,32000,0.05,1600,0.5,3,52.381
radix,32000,0.05,1600,0.5,3,52.381
flashinfer,32000,0.05,1600,0.5,3,52.381
cdc,32000,0.05,1600,0.5,3,4.881
pic_lean,32000,0.05,1600,0.5,3,6.4762
vllm_apc,32000,0.05,1600,0.5,4,52.381
radix,32000,0.05,1600,0.5,4,52.381
flashinfer,32000,0.05,1600,0.5,4,52.381
cdc,32000,0.05,1600,0.5,4,4.9256
pic_lean,32000,0.05,1600,0.5,4,6.4762
vllm_apc,32000,0.05,1600,0.9,0,14.2857
radix,32000,0.05,1600,0.9,0,14.2857
flashinfer,32000,0.05,1600,0.9,0,14.2857
cdc,32000,0.05,1600,0.9,0,4.7946
pic_lean,32000,0.05,1600,0.9,0,6.4762
vllm_apc,32000,0.05,1600,0.9,1,14.2857
radix,32000,0.05,1600,0.9,1,14.2857
flashinfer,32000,0.05,1600,0.9,1,14.2857
cdc,32000,0.05,1600,0.9,1,4.8423
pic_lean,32000,0.05,1600,0.9,1,6.4762
vllm_apc,32000,0.05,1600,0.9,2,14.2857
radix,32000,0.05,1600,0.9,2,14.2857
flashinfer,32000,0.05,1600,0.9,2,14.2857
cdc,32000,0.05,1600,0.9,2,4.9167
pic_lean,32000,0.05,1600,0.9,2,6.4762
vllm_apc,32000,0.05,1600,0.9,3,14.2857
radix,32000,0.05,1600,0.9,3,14.2857
flashinfer,32000,0.05,1600,0.9,3,14.2857
cdc,32000,0.05,1600,0.9,3,4.9226
pic_lean,32000,0.05,1600,0.9,3,6.4762
vllm_apc,32000,0.05,1600,0.9,4,14.2857
radix,32000,0.05,1600,0.9,4,14.2857
flashinfer,32000,0.05,1600,0.9,4,14.2857
cdc,32000,0.05,1600,0.9,4,4.8571
pic_lean,32000,0.05,1600,0.9,4,6.4762
vllm_apc,32000,0.1,3200,0.1,0,90.9091
radix,32000,0.1,3200,0.1,0,90.9091
flashinfer,32000,0.1,3200,0.1,0,90.9091
cdc,32000,0.1,3200,0.1,0,9.1648
pic_lean,32000,0.1,3200,0.1,0,10.7273
vllm_apc,32000,0.1,3200,0.1,1,90.9091
radix,32000,0.1,3200,0.1,1,90.9091
flashinfer,32000,0.1,3200,0.1,1,90.9091
cdc,32000,0.1,3200,0.1,1,9.196
pic_lean,32000,0.1,3200,0.1,1,10.7273
vllm_apc,32000,0.1,3200,0.1,2,90.9091
radix,32000,0.1,3200,0.1,2,90.9091
flashinfer,32000,0.1,3200,0.1,2,90.9091
cdc,32000,0.1,3200,0.1,2,9.108
pic_lean,32000,0.1,3200,0.1,2,10.7273
vllm_apc,32000,0.1,3200,0.1,3,90.9091
radix,32000,0.1,3200,0.1,3,90.9091
flashinfer,32000,0.1,3200,0.1,3,90.9091
cdc,32000,0.1,3200,0.1,3,9.1051
pic_lean,32000,0.1,3200,0.1,3,10.7273
vllm_apc,32000,0.1,3200,0.1,4,90.9091
radix,32000,0.1,3200,0.1,4,90.9091
flashinfer,32000,0.1,3200,0.1,4,90.9091
cdc,32000,0.1,3200,0.1,4,9.2131
pic_lean,32000,0.1,3200,0.1,4,10.7273
vllm_apc,32000,0.1,3200,0.5,0,54.5455
radix,32000,0.1,3200,0.5,0,54.5455
flashinfer,32000,0.1,3200,0.5,0,54.5455
cdc,32000,0.1,3200,0.5,0,9.1136
pic_lean,32000,0.1,3200,0.5,0,10.7273
vllm_apc,32000,0.1,3200,0.5,1,54.5455
radix,32000,0.1,3200,0.5,1,54.5455
flashinfer,32000,0.1,3200,0.5,1,54.5455
cdc,32000,0.1,3200,0.5,1,9.1364
pic_lean,32000,0.1,3200,0.5,1,10.7273
vllm_apc,32000,0.1,3200,0.5,2,54.5455
radix,32000,0.1,3200,0.5,2,54.5455
flashinfer,32000,0.1,3200,0.5,2,54.5455
cdc,32000,0.1,3200,0.5,2,9.2159
pic_lean,32000,0.1,3200,0.5,2,10.7273
vllm_apc,32000,0.1,3200,0.5,3,54.5455
radix,32000,0.1,3200,0.5,3,54.5455
flashinfer,32000,0.1,3200,0.5,3,54.5455
cdc,32000,0.1,3200,0.5,3,9.0824
pic_lean,32000,0.1,3200,0.5,3,10.7273
vllm_apc,32000,0.1,3200,0.5,4,54.5455
radix,32000,0.1,3200,0.5,4,54.5455
flashinfer,32000,0.1,3200,0.5,4,54.5455
cdc,32000,0.1,3200,0.5,4,9.1761
pic_lean,32000,0.1,3200,0.5,4,10.7273
vllm_apc,32000,0.1,3200,0.9,0,18.1818
radix,32000,0.1,3200,0.9,0,18.1818
flashinfer,32000,0.1,3200,0.9,0,18.1818
cdc,32000,0.1,3200,0.9,0,9.1307
pic_lean,32000,0.1,3200,0.9,0,10.7273
vllm_apc,32000,0.1,3200,0.9,1,18.1818
radix,32000,0.1,3200,0.9,1,18.1818
flashinfer,32000,0.1,3200,0.9,1,18.1818
cdc,32000,0.1,3200,0.9,1,9.1676
pic_lean,32000,0.1,3200,0.9,1,10.7273
vllm_apc,32000,0.1,3200,0.9,2,18.1818
radix,32000,0.1,3200,0.9,2,18.1818
flashinfer,32000,0.1,3200,0.9,2,18.1818
cdc,32000,0.1,3200,0.9,2,9.0909
pic_lean,32000,0.1,3200,0.9,2,10.7273
vllm_apc,32000,0.1,3200,0.9,3,18.1818
radix,32000,0.1,3200,0.9,3,18.1818
flashinfer,32000,0.1,3200,0.9,3,18.1818
cdc,32000,0.1,3200,0.9,3,9.1165
pic_lean,32000,0.1,3200,0.9,3,10.7273
vllm_apc,32000,0.1,3200,0.9,4,18.1818
radix,32000,0.1,3200,0.9,4,18.1818
flashinfer,32000,0.1,3200,0.9,4,18.1818
cdc,32000,0.1,3200,0.9,4,9.125
pic_lean,32000,0.1,3200,0.9,4,10.7273
vllm_apc,32000,0.25,8000,0.1,0,92.0
radix,32000,0.25,8000,0.1,0,92.0
flashinfer,32000,0.25,8000,0.1,0,92.0
cdc,32000,0.25,8000,0.1,0,20.0625
pic_lean,32000,0.25,8000,0.1,0,21.44
vllm_apc,32000,0.25,8000,0.1,1,92.0
radix,32000,0.25,8000,0.1,1,92.0
flashinfer,32000,0.25,8000,0.1,1,92.0
cdc,32000,0.25,8000,0.1,1,20.06
pic_lean,32000,0.25,8000,0.1,1,21.44
vllm_apc,32000,0.25,8000,0.1,2,92.0
radix,32000,0.25,8000,0.1,2,92.0
flashinfer,32000,0.25,8000,0.1,2,92.0
cdc,32000,0.25,8000,0.1,2,20.03
pic_lean,32000,0.25,8000,0.1,2,21.44
vllm_apc,32000,0.25,8000,0.1,3,92.0
radix,32000,0.25,8000,0.1,3,92.0
flashinfer,32000,0.25,8000,0.1,3,92.0
cdc,32000,0.25,8000,0.1,3,20.11
pic_lean,32000,0.25,8000,0.1,3,21.44
vllm_apc,32000,0.25,8000,0.1,4,92.0
radix,32000,0.25,8000,0.1,4,92.0
flashinfer,32000,0.25,8000,0.1,4,92.0
cdc,32000,0.25,8000,0.1,4,20.0775
pic_lean,32000,0.25,8000,0.1,4,21.44
vllm_apc,32000,0.25,8000,0.5,0,60.0
radix,32000,0.25,8000,0.5,0,60.0
flashinfer,32000,0.25,8000,0.5,0,60.0
cdc,32000,0.25,8000,0.5,0,20.025
pic_lean,32000,0.25,8000,0.5,0,21.44
vllm_apc,32000,0.25,8000,0.5,1,60.0
radix,32000,0.25,8000,0.5,1,60.0
flashinfer,32000,0.25,8000,0.5,1,60.0
cdc,32000,0.25,8000,0.5,1,20.0525
pic_lean,32000,0.25,8000,0.5,1,21.44
vllm_apc,32000,0.25,8000,0.5,2,60.0
radix,32000,0.25,8000,0.5,2,60.0
flashinfer,32000,0.25,8000,0.5,2,60.0
cdc,32000,0.25,8000,0.5,2,20.0425
pic_lean,32000,0.25,8000,0.5,2,21.44
vllm_apc,32000,0.25,8000,0.5,3,60.0
radix,32000,0.25,8000,0.5,3,60.0
flashinfer,32000,0.25,8000,0.5,3,60.0
cdc,32000,0.25,8000,0.5,3,20.045
pic_lean,32000,0.25,8000,0.5,3,21.44
vllm_apc,32000,0.25,8000,0.5,4,60.0
radix,32000,0.25,8000,0.5,4,60.0
flashinfer,32000,0.25,8000,0.5,4,60.0
cdc,32000,0.25,8000,0.5,4,20.24
pic_lean,32000,0.25,8000,0.5,4,21.44
vllm_apc,32000,0.25,8000,0.9,0,28.0
radix,32000,0.25,8000,0.9,0,28.0
flashinfer,32000,0.25,8000,0.9,0,28.0
cdc,32000,0.25,8000,0.9,0,20.0125
pic_lean,32000,0.25,8000,0.9,0,21.44
vllm_apc,32000,0.25,8000,0.9,1,28.0
radix,32000,0.25,8000,0.9,1,28.0
flashinfer,32000,0.25,8000,0.9,1,28.0
cdc,32000,0.25,8000,0.9,1,20.0
pic_lean,32000,0.25,8000,0.9,1,21.44
vllm_apc,32000,0.25,8000,0.9,2,28.0
radix,32000,0.25,8000,0.9,2,28.0
flashinfer,32000,0.25,8000,0.9,2,28.0
cdc,32000,0.25,8000,0.9,2,20.03
pic_lean,32000,0.25,8000,0.9,2,21.44
vllm_apc,32000,0.25,8000,0.9,3,28.0
radix,32000,0.25,8000,0.9,3,28.0
flashinfer,32000,0.25,8000,0.9,3,28.0
cdc,32000,0.25,8000,0.9,3,20.055
pic_lean,32000,0.25,8000,0.9,3,21.44
vllm_apc,32000,0.25,8000,0.9,4,28.0
radix,32000,0.25,8000,0.9,4,28.0
flashinfer,32000,0.25,8000,0.9,4,28.0
cdc,32000,0.25,8000,0.9,4,20.0275
pic_lean,32000,0.25,8000,0.9,4,21.44
vllm_apc,32000,0.5,16000,0.1,0,93.3333
radix,32000,0.5,16000,0.1,0,93.3333
flashinfer,32000,0.5,16000,0.1,0,93.3333
cdc,32000,0.5,16000,0.1,0,33.3833
pic_lean,32000,0.5,16000,0.1,0,34.5333
vllm_apc,32000,0.5,16000,0.1,1,93.3333
radix,32000,0.5,16000,0.1,1,93.3333
flashinfer,32000,0.5,16000,0.1,1,93.3333
cdc,32000,0.5,16000,0.1,1,33.3667
pic_lean,32000,0.5,16000,0.1,1,34.5333
vllm_apc,32000,0.5,16000,0.1,2,93.3333
radix,32000,0.5,16000,0.1,2,93.3333
flashinfer,32000,0.5,16000,0.1,2,93.3333
cdc,32000,0.5,16000,0.1,2,33.3563
pic_lean,32000,0.5,16000,0.1,2,34.5333
vllm_apc,32000,0.5,16000,0.1,3,93.3333
radix,32000,0.5,16000,0.1,3,93.3333
flashinfer,32000,0.5,16000,0.1,3,93.3333
cdc,32000,0.5,16000,0.1,3,33.3479
pic_lean,32000,0.5,16000,0.1,3,34.5333
vllm_apc,32000,0.5,16000,0.1,4,93.3333
radix,32000,0.5,16000,0.1,4,93.3333
flashinfer,32000,0.5,16000,0.1,4,93.3333
cdc,32000,0.5,16000,0.1,4,33.3813
pic_lean,32000,0.5,16000,0.1,4,34.5333
vllm_apc,32000,0.5,16000,0.5,0,66.6667
radix,32000,0.5,16000,0.5,0,66.6667
flashinfer,32000,0.5,16000,0.5,0,66.6667
cdc,32000,0.5,16000,0.5,0,33.3396
pic_lean,32000,0.5,16000,0.5,0,34.5333
vllm_apc,32000,0.5,16000,0.5,1,66.6667
radix,32000,0.5,16000,0.5,1,66.6667
flashinfer,32000,0.5,16000,0.5,1,66.6667
cdc,32000,0.5,16000,0.5,1,33.3563
pic_lean,32000,0.5,16000,0.5,1,34.5333
vllm_apc,32000,0.5,16000,0.5,2,66.6667
radix,32000,0.5,16000,0.5,2,66.6667
flashinfer,32000,0.5,16000,0.5,2,66.6667
cdc,32000,0.5,16000,0.5,2,33.3771
pic_lean,32000,0.5,16000,0.5,2,34.5333
vllm_apc,32000,0.5,16000,0.5,3,66.6667
radix,32000,0.5,16000,0.5,3,66.6667
flashinfer,32000,0.5,16000,0.5,3,66.6667
cdc,32000,0.5,16000,0.5,3,33.3604
pic_lean,32000,0.5,16000,0.5,3,34.5333
vllm_apc,32000,0.5,16000,0.5,4,66.6667
radix,32000,0.5,16000,0.5,4,66.6667
flashinfer,32000,0.5,16000,0.5,4,66.6667
cdc,32000,0.5,16000,0.5,4,33.3729
pic_lean,32000,0.5,16000,0.5,4,34.5333
vllm_apc,32000,0.5,16000,0.9,0,40.0
radix,32000,0.5,16000,0.9,0,40.0
flashinfer,32000,0.5,16000,0.9,0,40.0
cdc,32000,0.5,16000,0.9,0,33.3958
pic_lean,32000,0.5,16000,0.9,0,34.5333
vllm_apc,32000,0.5,16000,0.9,1,40.0
radix,32000,0.5,16000,0.9,1,40.0
flashinfer,32000,0.5,16000,0.9,1,40.0
cdc,32000,0.5,16000,0.9,1,33.3438
pic_lean,32000,0.5,16000,0.9,1,34.5333
vllm_apc,32000,0.5,16000,0.9,2,40.0
radix,32000,0.5,16000,0.9,2,40.0
flashinfer,32000,0.5,16000,0.9,2,40.0
cdc,32000,0.5,16000,0.9,2,33.3667
pic_lean,32000,0.5,16000,0.9,2,34.5333
vllm_apc,32000,0.5,16000,0.9,3,40.0
radix,32000,0.5,16000,0.9,3,40.0
flashinfer,32000,0.5,16000,0.9,3,40.0
cdc,32000,0.5,16000,0.9,3,33.3229
pic_lean,32000,0.5,16000,0.9,3,34.5333
vllm_apc,32000,0.5,16000,0.9,4,40.0
radix,32000,0.5,16000,0.9,4,40.0
flashinfer,32000,0.5,16000,0.9,4,40.0
cdc,32000,0.5,16000,0.9,4,33.3542
pic_lean,32000,0.5,16000,0.9,4,34.5333
vllm_apc,32000,1.0,32000,0.1,0,95.0
radix,32000,1.0,32000,0.1,0,95.0
flashinfer,32000,1.0,32000,0.1,0,95.0
cdc,32000,1.0,32000,0.1,0,50.0656
pic_lean,32000,1.0,32000,0.1,0,50.9
vllm_apc,32000,1.0,32000,0.1,1,95.0
radix,32000,1.0,32000,0.1,1,95.0
flashinfer,32000,1.0,32000,0.1,1,95.0
cdc,32000,1.0,32000,0.1,1,50.1156
pic_lean,32000,1.0,32000,0.1,1,50.9
vllm_apc,32000,1.0,32000,0.1,2,95.0
radix,32000,1.0,32000,0.1,2,95.0
flashinfer,32000,1.0,32000,0.1,2,95.0
cdc,32000,1.0,32000,0.1,2,50.0078
pic_lean,32000,1.0,32000,0.1,2,50.9
vllm_apc,32000,1.0,32000,0.1,3,95.0
radix,32000,1.0,32000,0.1,3,95.0
flashinfer,32000,1.0,32000,0.1,3,95.0
cdc,32000,1.0,32000,0.1,3,50.0016
pic_lean,32000,1.0,32000,0.1,3,50.9
vllm_apc,32000,1.0,32000,0.1,4,95.0
radix,32000,1.0,32000,0.1,4,95.0
flashinfer,32000,1.0,32000,0.1,4,95.0
cdc,32000,1.0,32000,0.1,4,50.025
pic_lean,32000,1.0,32000,0.1,4,50.9
vllm_apc,32000,1.0,32000,0.5,0,75.0
radix,32000,1.0,32000,0.5,0,75.0
flashinfer,32000,1.0,32000,0.5,0,75.0
cdc,32000,1.0,32000,0.5,0,50.0422
pic_lean,32000,1.0,32000,0.5,0,50.9
vllm_apc,32000,1.0,32000,0.5,1,75.0
radix,32000,1.0,32000,0.5,1,75.0
flashinfer,32000,1.0,32000,0.5,1,75.0
cdc,32000,1.0,32000,0.5,1,50.0328
pic_lean,32000,1.0,32000,0.5,1,50.9
vllm_apc,32000,1.0,32000,0.5,2,75.0
radix,32000,1.0,32000,0.5,2,75.0
flashinfer,32000,1.0,32000,0.5,2,75.0
cdc,32000,1.0,32000,0.5,2,50.0141
pic_lean,32000,1.0,32000,0.5,2,50.9
vllm_apc,32000,1.0,32000,0.5,3,75.0
radix,32000,1.0,32000,0.5,3,75.0
flashinfer,32000,1.0,32000,0.5,3,75.0
cdc,32000,1.0,32000,0.5,3,50.0391
pic_lean,32000,1.0,32000,0.5,3,50.9
vllm_apc,32000,1.0,32000,0.5,4,75.0
radix,32000,1.0,32000,0.5,4,75.0
flashinfer,32000,1.0,32000,0.5,4,75.0
cdc,32000,1.0,32000,0.5,4,50.0391
pic_lean,32000,1.0,32000,0.5,4,50.9
vllm_apc,32000,1.0,32000,0.9,0,55.0
radix,32000,1.0,32000,0.9,0,55.0
flashinfer,32000,1.0,32000,0.9,0,55.0
cdc,32000,1.0,32000,0.9,0,50.0594
pic_lean,32000,1.0,32000,0.9,0,50.9
vllm_apc,32000,1.0,32000,0.9,1,55.0
radix,32000,1.0,32000,0.9,1,55.0
flashinfer,32000,1.0,32000,0.9,1,55.0
cdc,32000,1.0,32000,0.9,1,50.0484
pic_lean,32000,1.0,32000,0.9,1,50.9
vllm_apc,32000,1.0,32000,0.9,2,55.0
radix,32000,1.0,32000,0.9,2,55.0
flashinfer,32000,1.0,32000,0.9,2,55.0
cdc,32000,1.0,32000,0.9,2,50.0031
pic_lean,32000,1.0,32000,0.9,2,50.9
vllm_apc,32000,1.0,32000,0.9,3,55.0
radix,32000,1.0,32000,0.9,3,55.0
flashinfer,32000,1.0,32000,0.9,3,55.0
cdc,32000,1.0,32000,0.9,3,50.0203
pic_lean,32000,1.0,32000,0.9,3,50.9
vllm_apc,32000,1.0,32000,0.9,4,55.0
radix,32000,1.0,32000,0.9,4,55.0
flashinfer,32000,1.0,32000,0.9,4,55.0
cdc,32000,1.0,32000,0.9,4,50.0844
pic_lean,32000,1.0,32000,0.9,4,50.9
